,Assvie,Sexe,Age,Couple,Statmat,Nat,Dip,Occ,Work,Statpro,Herit,Pere,Mere,Gpp,Gpm,Evtgrav,Livep,Eplog,Epsal,Vmob,Livdf,Pel,Cel,Pep,Assdec,Retraite,Capi,Pea,Urbani,Zres,Nbenf,Logt,Terre,Dette,Detlog,Detvo
8367,O,F,34,O,mar,fra,bact,act,catB,pub,N,O,O,O,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U4,so,0,prop,N,O,O,N
8368,O,F,70,N,cel,fra,bepc,ret,catB,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,0,prop,N,N,N,N
8369,N,F,40,O,cel,fra,tec,act,emp,priv,N,O,O,N,N,O,N,O,N,N,N,O,N,N,N,N,N,N,U4,so,0,prop,N,N,N,N
8370,N,H,25,N,cel,fra,bacg,act,catB,pub,N,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,0,prop,N,O,N,O
8371,N,F,35,N,cel,fra,bac+2,act,emp,pub,N,O,O,N,N,N,O,O,N,N,O,O,O,N,N,N,N,N,U4,so,0,loc,N,N,N,N
8372,O,F,59,N,cel,fra,bacg,act,catB,pub,O,N,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U4,so,0,prop,N,N,N,N
8373,O,F,48,N,veu,fra,cep,act,emp,pub,N,N,N,N,N,N,O,N,N,N,O,N,N,O,N,N,N,N,U4,so,0,loc,N,N,N,N
8374,N,F,25,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,so,0,loc,N,N,N,N
8375,N,H,21,N,cel,fra,,ina,,,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,0,loc,N,N,N,N
8376,O,H,50,N,veu,fra,bac+5,ina,catA,priv,N,N,O,N,N,O,O,O,N,O,O,N,O,N,N,O,N,O,U4,so,1,loc,N,N,N,N
8377,N,F,30,O,cel,fra,bac+5,act,catA,pub,N,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,0,loc,N,N,N,N
8378,N,H,65,O,mar,fra,sans,ret,,ind,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,2,prop,O,O,N,N
8379,N,F,60,O,mar,fra,bacg,ret,catA,priv,O,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,so,2,prop,O,O,N,N
8380,N,H,39,O,mar,fra,bac+2,act,catC,priv,N,N,N,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,U4,so,0,loc,N,O,N,O
8381,N,F,38,N,div,fra,sans,act,catC,priv,N,O,O,N,N,O,O,N,O,N,O,N,N,N,N,N,N,N,U4,so,0,loc,N,N,N,N
8382,N,F,29,O,mar,fra,bact,act,catC,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,so,0,loc,N,N,N,N
8383,N,F,51,O,mar,fra,bacg,ina,emp,priv,O,N,O,N,N,N,O,O,N,N,O,N,O,N,N,N,N,N,U4,so,0,prop,N,N,N,N
8384,N,F,61,N,div,fra,bepc,ret,catC,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,3,loc,N,O,N,N
8385,O,F,78,N,veu,fra,cep,ina,catA,pub,O,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,so,2,prop,O,N,N,N
8386,N,F,86,N,veu,fra,cep,ret,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,2,prop,N,N,N,N
8387,N,F,60,N,veu,fra,tec,ina,catC,pub,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,3,prop,N,N,N,N
8388,N,H,46,O,mar,fra,bacg,act,catC,priv,N,O,O,N,N,O,O,O,N,N,O,N,O,N,N,O,N,N,U1,ce,0,prop,O,O,N,N
8389,N,F,75,N,veu,fra,cep,ina,emp,pub,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,4,prop,O,O,N,O
8390,O,F,49,O,mar,etr,bac+5,ina,catA,priv,O,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,2,prop,N,O,O,N
8391,N,F,25,N,cel,etr,,act,,ind,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,2,prop,N,O,O,N
8392,O,H,59,O,mar,fra,bac+2,act,catA,priv,O,N,N,N,N,N,O,O,N,N,O,O,N,N,N,O,N,N,U1,ce,2,prop,N,O,N,O
8393,O,F,56,O,mar,fra,bacg,ina,emp,priv,O,O,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U1,ce,2,prop,N,O,N,O
8394,N,H,62,O,mar,etr,bac+5,act,catA,priv,O,N,O,N,N,O,O,N,N,O,O,N,N,N,N,O,N,N,U1,ce,2,prop,O,O,O,N
8395,O,F,58,O,mar,etr,bac+5,act,catA,priv,O,O,N,N,N,O,N,N,N,O,N,N,N,N,N,O,N,N,U1,ce,2,prop,O,O,O,N
8396,N,H,64,O,mar,fra,tec,ret,catA,priv,N,N,O,N,N,O,O,N,N,O,O,N,N,N,O,O,N,O,U1,ce,2,prop,N,N,N,N
8397,N,H,43,O,mar,etr,bac+5,act,catA,priv,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,O,N,N,U1,ce,0,loc,N,O,N,N
8398,O,F,37,O,mar,etr,bac+5,act,,ind,N,O,O,O,N,O,O,N,N,N,O,N,N,N,N,O,N,N,U1,ce,0,loc,N,O,N,N
8399,O,F,36,O,mar,fra,bac+5,act,catA,priv,O,O,O,N,N,O,O,O,O,N,O,O,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8400,N,H,41,O,mar,fra,bac+5,act,catA,priv,O,O,N,N,N,O,N,N,O,O,N,N,N,N,O,O,N,N,U1,ce,0,prop,O,O,O,O
8401,N,H,37,O,mar,fra,tec,act,catC,priv,N,O,O,N,N,N,O,O,O,N,O,N,O,N,N,N,N,N,U1,ce,0,prop,N,O,O,O
8402,O,F,67,N,cel,fra,sans,ret,catC,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,1,prop,N,O,N,N
8403,N,H,51,O,mar,fra,tec,act,catA,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,O,N,O,N,N,U1,ce,2,prop,N,O,N,O
8404,N,H,31,O,mar,fra,tec,act,,ind,N,O,O,N,O,N,O,O,N,N,O,O,N,N,N,O,N,N,U1,ce,0,loc,N,O,N,O
8405,N,F,30,O,mar,fra,tec,act,emp,priv,N,O,N,N,O,N,O,N,N,N,O,N,N,N,N,O,N,N,U1,ce,0,loc,N,O,N,O
8406,N,F,43,N,cel,fra,bacg,act,catA,priv,O,O,N,N,N,O,O,O,N,N,O,O,N,N,N,O,N,N,U1,ce,0,prop,O,O,N,O
8407,O,F,66,N,veu,nat,bac+5,ret,emp,priv,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U1,ce,2,prop,N,N,N,N
8408,O,H,43,N,div,fra,tec,act,,ind,O,O,O,O,N,O,O,O,N,O,O,O,N,N,N,N,N,N,U1,ce,3,prop,O,O,N,N
8409,N,F,44,O,cel,fra,cep,act,emp,pub,N,O,O,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U1,ce,3,prop,O,N,N,N
8410,N,H,42,O,div,fra,bepc,act,,ind,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,2,loc,N,N,N,N
8411,N,F,25,O,mar,fra,bact,act,emp,priv,N,O,O,O,O,O,O,O,N,O,O,O,N,O,N,N,N,N,U1,ce,0,prop,O,O,O,N
8412,N,H,68,N,cel,fra,sans,ret,,ind,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,0,prop,O,N,N,N
8413,N,H,57,O,mar,fra,tec,act,,ind,N,O,N,N,N,N,N,O,N,N,N,O,O,O,N,O,N,N,U1,ce,2,prop,O,O,N,N
8414,N,H,24,N,cel,fra,,act,catC,priv,N,,,,,,O,O,N,N,O,O,N,O,N,N,N,N,U1,ce,2,prop,O,O,N,N
8415,N,H,95,N,veu,fra,cep,ret,,ind,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,1,prop,O,N,N,N
8416,O,H,61,N,cel,fra,,ret,,ind,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,1,prop,O,N,N,N
8417,N,H,55,O,mar,fra,bepc,act,emp,priv,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,1,prop,N,O,N,O
8418,N,F,40,O,mar,fra,tec,act,emp,pub,N,N,N,N,N,N,O,N,N,N,O,N,N,N,O,N,N,N,U1,ce,0,prop,N,O,O,N
8419,N,F,37,O,mar,fra,tec,act,emp,priv,N,O,O,N,N,N,O,O,N,N,O,N,O,N,O,N,N,N,U1,ce,0,prop,N,O,O,O
8420,N,F,35,O,mar,fra,bact,act,emp,priv,O,N,N,N,N,N,O,O,O,O,O,N,O,N,O,N,N,O,U1,ce,0,prop,N,O,O,O
8421,N,H,41,O,mar,fra,bac+5,act,catA,pub,N,O,O,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U1,ce,0,prop,N,O,O,N
8422,N,F,40,O,mar,fra,bact,act,emp,priv,O,O,O,N,N,O,O,O,N,O,O,N,O,N,N,N,N,O,U1,ce,0,prop,N,O,O,N
8423,N,H,31,O,cel,fra,sans,act,catC,priv,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,0,loc,N,O,N,O
8424,N,F,32,O,div,fra,sans,ina,emp,priv,N,O,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,0,loc,N,O,N,O
8425,O,H,49,O,cel,fra,bacg,act,catA,pub,N,O,O,N,N,O,O,O,N,N,O,O,O,N,O,N,N,N,U1,ce,4,prop,O,O,N,N
8426,N,F,56,O,div,fra,sans,act,emp,priv,O,O,O,N,N,N,N,N,N,N,N,N,N,N,O,N,N,N,U1,ce,4,prop,O,O,N,N
8427,N,H,66,N,veu,fra,sans,ret,,ind,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,1,prop,O,N,N,N
8428,N,H,29,O,cel,fra,bact,act,catB,priv,N,O,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U1,ce,0,loc,O,N,N,N
8429,N,F,24,O,cel,fra,tec,ina,emp,priv,N,O,O,O,O,N,O,O,N,N,O,O,N,O,N,N,N,N,U1,ce,0,loc,O,N,N,N
8430,N,F,48,O,div,fra,sans,act,catC,priv,O,O,O,N,N,N,O,O,O,N,O,O,N,N,N,N,N,N,U1,ce,3,loc,O,O,N,N
8431,N,H,29,O,mar,fra,sans,act,catC,priv,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,4,loc,N,N,N,N
8432,N,F,42,O,mar,fra,cep,ina,,,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,4,loc,N,N,N,N
8433,N,H,61,O,mar,fra,cep,ret,catC,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,2,prop,N,N,N,N
8434,N,F,55,O,mar,fra,tec,ret,catB,pub,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,2,prop,N,N,N,N
8435,N,H,22,N,cel,fra,,act,catC,priv,N,,,,,,O,O,N,N,O,O,N,N,N,N,N,N,U1,ce,2,prop,N,N,N,N
8436,N,H,32,O,mar,fra,tec,act,emp,pub,N,N,O,N,O,N,O,N,N,O,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,O
8437,N,H,40,O,mar,fra,tec,act,catC,priv,N,O,O,N,N,O,O,N,O,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,O
8438,N,H,55,O,mar,fra,tec,act,catC,priv,O,N,N,N,O,O,O,N,O,N,O,N,N,N,N,O,N,N,U1,ce,1,prop,N,O,O,N
8439,O,F,51,O,mar,fra,cep,act,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,O,N,N,U1,ce,1,prop,N,O,O,N
8440,N,F,66,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,1,prop,N,O,O,N
8441,N,F,34,O,mar,fra,bact,act,emp,priv,O,O,O,N,O,N,N,O,N,N,N,N,O,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8442,N,F,71,O,mar,fra,cep,ret,emp,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,2,prop,O,O,N,N
8443,O,F,54,O,mar,fra,bac+5,ina,,,O,N,N,N,N,O,O,O,N,O,N,O,O,O,N,N,N,N,U1,ce,2,prop,O,N,N,N
8444,N,H,42,N,cel,fra,tec,act,,ind,N,N,O,N,N,O,O,N,N,N,O,N,N,O,N,O,N,N,U1,ce,1,loc,N,O,N,N
8445,N,H,36,O,mar,fra,tec,act,catC,priv,N,N,O,N,N,O,O,O,O,O,O,O,N,N,O,N,N,N,U1,ce,0,prop,N,O,O,O
8446,N,H,38,O,mar,etr,tec,act,catB,priv,N,O,O,N,N,N,O,N,O,N,O,N,N,O,N,O,N,N,U1,ce,0,prop,N,O,N,O
8447,O,H,72,O,mar,fra,sans,act,,ind,O,N,N,N,N,N,O,O,N,O,O,O,O,N,N,N,N,O,U1,ce,2,prop,O,O,N,N
8448,O,H,77,O,mar,fra,cep,ret,catC,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,O,O,N,N,N,U1,ce,2,prop,N,N,N,N
8449,O,F,73,O,mar,fra,tec,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,O,O,N,N,N,U1,ce,2,prop,N,N,N,N
8450,O,F,55,O,mar,fra,tec,ina,emp,priv,O,N,N,N,N,N,O,O,N,O,O,O,O,N,N,N,N,N,U1,ce,1,prop,N,O,N,N
8451,N,F,31,N,cel,fra,,ina,,,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,1,prop,N,O,N,N
8452,N,H,44,O,mar,fra,bepc,act,catC,pub,N,O,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,1,prop,N,O,O,N
8453,N,F,41,O,mar,fra,tec,act,emp,priv,N,O,O,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,U1,ce,1,prop,N,O,O,N
8454,O,H,76,O,mar,fra,sans,ret,catC,priv,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,O,U1,ce,2,prop,O,N,N,N
8455,N,H,39,N,cel,fra,,ina,catA,priv,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,2,prop,O,N,N,N
8456,N,H,71,O,mar,fra,sans,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,4,prop,N,N,N,N
8457,O,F,68,O,mar,fra,cep,ret,catC,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,4,prop,N,N,N,N
8458,O,H,35,O,div,fra,bac+5,act,catA,priv,N,O,O,N,N,O,O,O,N,O,O,O,O,N,O,N,N,O,U1,ce,1,prop,N,O,O,O
8459,O,F,38,O,cel,fra,bepc,act,emp,priv,N,O,O,N,N,O,O,N,N,O,O,N,N,N,O,N,N,N,U1,ce,1,prop,N,O,O,O
8460,N,H,42,O,mar,fra,tec,act,catC,pub,N,O,O,O,N,O,O,N,N,O,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8461,N,H,48,O,mar,fra,sans,act,,ind,N,O,N,N,N,N,N,O,N,N,N,O,N,N,O,N,N,N,U1,ce,1,prop,N,O,O,O
8462,N,H,36,O,cel,fra,tec,act,catC,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8463,N,F,33,O,cel,fra,bact,act,emp,priv,N,O,O,O,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8464,O,F,68,N,cel,fra,tec,ret,,ind,O,N,N,N,N,O,O,O,N,O,O,N,O,N,N,N,N,O,U1,ce,0,prop,N,N,N,N
8465,N,H,36,O,mar,fra,tec,act,catC,priv,O,N,O,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8466,O,F,30,O,mar,fra,tec,act,,ind,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8467,N,H,41,O,mar,fra,bac+2,act,catA,priv,O,O,O,N,N,N,O,N,O,N,O,N,N,O,N,N,N,N,U1,ce,0,prop,N,O,O,N
8468,N,F,40,O,mar,fra,bac+2,ina,emp,pub,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8469,O,F,50,O,mar,fra,bact,act,emp,priv,N,O,N,N,N,N,O,O,N,N,O,N,O,N,N,N,N,N,U1,ce,2,prop,N,N,N,N
8470,N,H,32,O,mar,fra,tec,act,catC,priv,N,N,O,N,O,O,O,O,N,N,O,N,O,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8471,N,H,56,O,mar,fra,bact,act,catB,pub,N,O,O,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U1,ce,2,prop,N,O,N,N
8472,N,F,57,O,mar,fra,bac+2,ret,catB,pub,N,N,O,N,N,O,N,O,N,N,N,O,N,N,N,N,N,N,U1,ce,2,prop,N,O,N,N
8473,N,H,34,O,mar,fra,bac+2,act,catB,pub,O,O,N,O,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8474,O,H,37,O,cel,fra,tec,act,emp,pub,N,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,O
8475,N,F,80,N,div,fra,cep,ret,catC,priv,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,3,prop,N,N,N,N
8476,N,F,48,O,mar,fra,bepc,act,emp,priv,O,N,O,N,N,O,O,N,N,N,O,N,N,N,N,O,N,N,U1,ce,0,prop,N,O,O,N
8477,O,H,53,O,mar,fra,tec,act,emp,pub,N,N,O,N,N,O,O,O,N,O,O,O,O,O,N,N,O,O,U1,ce,1,prop,N,O,N,O
8478,O,F,49,O,mar,fra,bac+2,act,emp,priv,O,N,N,N,N,N,O,O,N,O,O,O,N,O,N,N,N,O,U1,ce,1,prop,N,O,N,O
8479,N,H,25,N,cel,fra,,act,emp,priv,N,,,,,,O,O,O,N,O,O,O,N,N,N,N,N,U1,ce,1,prop,N,O,N,O
8480,N,H,68,O,mar,fra,tec,ret,,ind,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,2,prop,O,O,N,N
8481,N,F,65,O,mar,fra,cep,act,,ind,N,N,N,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U1,ce,2,prop,O,O,N,N
8482,N,H,66,O,mar,fra,cep,ret,catA,priv,N,N,O,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U1,ce,2,prop,N,N,N,N
8483,N,F,43,N,div,fra,bac+2,act,emp,pub,N,O,O,N,N,O,O,O,N,O,O,N,O,N,O,N,N,O,U1,ce,0,prop,N,O,O,N
8484,N,H,45,O,mar,fra,tec,act,catC,priv,O,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8485,N,F,65,O,mar,fra,sans,ret,emp,pub,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,6,prop,N,O,N,O
8486,N,H,67,O,mar,fra,bacg,ret,,ind,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,1,prop,N,N,N,N
8487,N,F,66,O,mar,fra,bac+2,act,,ind,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,ce,1,prop,N,N,N,N
8488,O,H,37,O,cel,fra,tec,act,catC,priv,O,O,O,O,O,N,O,N,O,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8489,N,F,31,O,cel,fra,bacg,ina,emp,priv,N,O,O,N,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,ce,0,prop,N,O,O,N
8490,N,H,48,O,mar,etr,cep,act,catC,priv,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,2,prop,N,N,N,N
8491,N,H,31,O,mar,nat,tec,act,catC,priv,N,O,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,0,loc,N,N,N,N
8492,N,F,28,O,mar,nat,tec,act,emp,priv,N,O,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,0,loc,N,N,N,N
8493,N,H,61,N,veu,fra,bepc,ret,catC,priv,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,1,loc,N,N,N,N
8494,N,F,33,N,cel,nat,sans,act,catC,priv,N,O,O,,,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,0,loc,N,N,N,N
8495,N,H,57,N,veu,etr,sans,ina,catC,priv,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,0,loc,N,N,N,N
8496,N,H,41,O,mar,etr,sans,act,,ind,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,0,loc,N,O,N,O
8497,N,F,38,O,mar,etr,sans,ina,,,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,0,loc,N,O,N,O
8498,N,H,26,O,cel,nat,tec,act,catB,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,0,loc,N,O,N,O
8499,N,F,23,O,cel,fra,bac+2,act,catB,priv,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,0,loc,N,O,N,O
8500,N,F,57,O,mar,fra,tec,act,catC,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,2,prop,N,N,N,N
8501,N,H,36,O,mar,etr,sans,act,catC,priv,N,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,0,loc,N,N,N,N
8502,N,H,82,N,veu,fra,sans,ret,catA,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,3,prop,N,N,N,N
8503,N,H,56,O,mar,etr,sans,act,catC,priv,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,2,loc,O,O,N,O
8504,N,F,48,O,mar,etr,sans,ina,,,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,2,loc,O,O,N,O
8505,N,F,63,O,mar,etr,sans,act,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,3,loc,N,O,N,N
8506,N,H,54,O,mar,fra,tec,act,,ind,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U3,ce,1,prop,N,N,N,N
8507,N,F,55,O,mar,fra,tec,act,emp,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,1,prop,N,N,N,N
8508,O,H,35,N,cel,fra,bac+2,act,catC,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,O,N,N,N,N,U3,ce,0,loc,N,N,N,N
8509,O,F,51,O,mar,fra,sans,ina,emp,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,O,N,N,N,N,U3,ce,1,loc,N,O,N,O
8510,N,H,27,N,cel,fra,,act,catC,priv,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,1,loc,N,O,N,O
8511,N,F,63,O,mar,fra,cep,ret,emp,priv,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,5,loc,O,N,N,N
8512,O,H,31,O,mar,fra,bac+5,act,catA,priv,N,O,O,O,O,O,O,O,O,N,O,O,O,N,N,O,N,N,U3,ce,0,loc,N,N,N,N
8513,O,H,63,O,mar,fra,bact,ret,emp,priv,N,N,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U3,ce,2,prop,O,N,N,N
8514,N,F,61,O,mar,fra,tec,ret,emp,pub,N,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U3,ce,2,prop,O,N,N,N
8515,N,H,32,N,cel,fra,,act,catC,priv,N,,,,,,O,O,N,O,O,O,O,O,N,N,N,N,U3,ce,2,prop,O,N,N,N
8516,O,H,52,O,mar,fra,bac+2,act,,ind,O,N,N,N,N,O,O,O,O,O,O,O,N,N,N,O,N,O,U3,ce,2,prop,N,O,O,N
8517,N,F,46,O,mar,fra,bac+2,act,emp,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,2,prop,N,O,O,N
8518,N,H,55,N,cel,fra,,act,,ind,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,0,prop,N,N,N,N
8519,O,F,50,O,mar,fra,bac+2,ina,emp,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,0,loc,N,N,N,N
8520,N,F,30,O,mar,fra,bacg,act,emp,priv,O,N,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,0,prop,N,O,O,N
8521,N,F,56,O,mar,fra,sans,act,emp,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,ce,2,loc,N,N,N,N
8522,O,F,63,N,veu,fra,bepc,ret,catA,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,ce,1,prop,N,N,N,N
8523,O,H,72,O,mar,fra,tec,ret,,ind,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U4,ce,0,prop,N,N,N,N
8524,O,H,38,O,mar,fra,bac+2,act,catA,priv,N,O,O,N,N,O,N,O,O,N,N,N,O,N,N,N,N,N,U4,ce,2,prop,N,O,N,O
8525,N,F,40,O,mar,fra,tec,act,emp,pub,N,N,O,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,ce,2,prop,N,O,N,O
8526,N,H,32,O,mar,fra,bac+5,act,catA,priv,N,N,O,N,N,O,O,O,N,O,O,N,O,N,N,N,N,O,U4,ce,0,prop,N,O,O,N
8527,N,H,65,O,mar,fra,bact,ret,catC,priv,O,N,N,,,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,ce,3,prop,N,N,N,N
8528,N,F,64,O,mar,fra,cep,ina,,,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,ce,3,prop,N,N,N,N
8529,N,H,31,O,mar,fra,bac+5,act,catA,priv,O,O,O,O,O,O,O,N,O,O,O,N,N,N,N,N,N,O,U4,ce,0,prop,N,O,O,O
8530,N,F,40,N,cel,fra,bac+2,ina,catA,priv,N,O,O,N,N,O,O,O,N,N,O,O,N,N,N,O,N,N,U4,ce,0,loc,N,N,N,N
8531,O,H,54,O,mar,fra,bac+5,act,catA,pub,O,N,O,N,N,N,O,O,N,N,O,N,O,N,O,O,N,N,U4,ce,0,prop,O,O,N,O
8532,N,F,47,O,mar,fra,bacg,ina,emp,pub,O,O,O,N,N,O,O,N,N,N,O,N,N,N,N,O,N,N,U4,ce,0,prop,O,O,N,O
8533,O,H,72,O,mar,fra,sans,ret,catC,priv,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,ce,1,prop,N,N,N,N
